,
"SELECT
  `TPC-DS Benchmark Model`.`d_product_manufacturer_id` AS `d_product_manufacturer_id`,
  SUM(
    `TPC-DS Benchmark Model`.`Total  Ext Sales Price`
  ) AS `sum_total__ext_sales_price_ok`
FROM
  `tpc-ds benchmark model`.`tpc-ds benchmark model` `TPC-DS Benchmark Model`
WHERE
  (
    (
      `TPC-DS Benchmark Model`.`I Category` = 'Electronics'
    )
    AND (
      `TPC-DS Benchmark Model`.`Sold Calendar Year-Week` = 1999
    )
    AND (
      `TPC-DS Benchmark Model`.`Sold d_customer_gmt_offset` = -5.00
    )
    AND (
      `TPC-DS Benchmark Model`.`Sold d_month_of_year` = 7
    )
  )
GROUP BY
  1
ORDER BY
  2 DESC
LIMIT 100",
,
d_product_manufacturer_id,sum_total__ext_sales_price_ok
175,109062460
222,99184974.5
250,95225832.58
98,95121094.76
116,95066153.22
318,93041199.98
134,93006429.25
23,92670784.94
279,92333658.53
225,91713333.98
304,91175207.15
102,90393141.3
108,90117097.2
291,89484048.77
149,88929739.19
320,88857461.19
317,88422599.25
266,88333647.49
254,88284257.82
271,87999571.8
286,87412780.31
83,87299263.26
42,87275767.42
124,87231895.54
294,87211417.51
62,87182710.42
54,86582839.54
78,86538895.27
152,85689560.48
168,85616483.86
243,85356587.58
18,85311621.49
87,84933537.78
162,84855918.37
70,84736367.1
187,84712472.12
252,84490846.36
93,84392120.98
316,83871390.08
38,83556194
155,83503739.35
128,83101112.4
296,82931976.8
57,82511613.26
193,82458871.9
302,82368860.86
305,82009741.9
214,81613468.29
146,81229138.73
280,81208423.8
77,80885601.26
29,80711105.74
328,80327587.64
276,80182392.18
180,80022603.07
196,79992822.29
5,79992634.04
184,79823711.83
165,79594709.95
67,79170117.99
306,79130874.23
71,79090462.43
324,79063724.44
3,79051093.36
227,78971483.26
14,78681378
25,78537809.8
82,78530272.73
51,78512104.49
315,78478724.52
21,78372065.8
117,78302140.48
277,78150088.28
188,78024670.63
171,77848723.85
255,77751953.62
112,77729682.1
260,77706366.57
2,77218945.77
89,77129976.64
181,77078017.39
90,76756010.28
135,76682926.52
142,76304295.26
97,76239471.29
258,76072663.53
24,75811915.76
26,75430741.81
292,75369063.5
246,75319251.93
39,75278660.5
49,75236643.61
228,75149321.93
33,75111352.5
86,75068437.76
12,74994149.76
163,74873655.6
307,74699141.13
217,74613065.78
285,74545352.53
